id,title,city,country,company,size_of_company,company_field,date_of_publication,number_of_applicants,type_of_employment,skills,vacancy
843,Data Analyst - Customer Management Domain,London,United Kingdom,Teya,"1,001-5,000",Financial Services,2023-05-19,27.0,On-site,etl,data analyst
843,Data Analyst - Customer Management Domain,London,United Kingdom,Teya,"1,001-5,000",Financial Services,2023-05-19,27.0,On-site,python,data analyst
843,Data Analyst - Customer Management Domain,London,United Kingdom,Teya,"1,001-5,000",Financial Services,2023-05-19,27.0,On-site,sql,data analyst
843,Data Analyst - Customer Management Domain,London,United Kingdom,Teya,"1,001-5,000",Financial Services,2023-05-19,27.0,On-site,tableau,data analyst
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,bigquery,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,google cloud platform,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,jupyter,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,matlab,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,python,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,sql,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,statistics,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,статистическое моделирование,data scientist
844,Data Scientist,,Italy,Merkle Italia,51-200,Advertising Services,2023-05-16,210.0,Remote,анализ данных,data scientist
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,aws,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,azure,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,excel,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,powerbi,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,powerpoint,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,визуализация данных,data analyst
845,Data Analyst - Pilotage transformation Cloud-(H/F),Fontenay-sous-Bois,France,Societe Generale,"10,001+",Banking,2023-05-16,55.0,Hybrid,visualization,data analyst
846,Process Engineer,Vila do Conde,Portugal,H.B. Fuller,"5,001-10,000",Chemical Manufacturing,2023-05-09,114.0,On-site,машиностроение,другое
846,Process Engineer,Vila do Conde,Portugal,H.B. Fuller,"5,001-10,000",Chemical Manufacturing,2023-05-09,114.0,On-site,автоматизация производства,другое
847,Business Intelligence-Analyst:in,Salzburg,Austria,Stieglbrauerei zu Salzburg GmbH,"501-1,000",Food and Beverage Services,2023-05-16,22.0,Hybrid,бизнес-аналитика,business analyst
847,Business Intelligence-Analyst:in,Salzburg,Austria,Stieglbrauerei zu Salzburg GmbH,"501-1,000",Food and Beverage Services,2023-05-16,22.0,Hybrid,microsoft power bi,business analyst
848,Analyst*in (m/w/d),Mainz,Germany,Deutsche Bundesbank,"10,001+",Banking,2023-05-19,24.0,On-site,мсфо,analyst
848,Analyst*in (m/w/d),Mainz,Germany,Deutsche Bundesbank,"10,001+",Banking,2023-05-19,24.0,On-site,коммуникация,analyst
849,Business Analyst Consultant,Brussels,Belgium,Capgemini Engineering,"10,001+",IT Services and IT Consulting,2023-05-09,109.0,Hybrid,jira,business analyst
849,Business Analyst Consultant,Brussels,Belgium,Capgemini Engineering,"10,001+",IT Services and IT Consulting,2023-05-09,109.0,Hybrid,английский язык,business analyst
849,Business Analyst Consultant,Brussels,Belgium,Capgemini Engineering,"10,001+",IT Services and IT Consulting,2023-05-09,109.0,Hybrid,sql,business analyst
850,Business Process Analyst,Milan,Italy,Withub,51-200,Public Relations and Communications Services,2023-05-09,129.0,On-site,dashboard,business analyst
850,Business Process Analyst,Milan,Italy,Withub,51-200,Public Relations and Communications Services,2023-05-09,129.0,On-site,построение карты бизнес-процессов,business analyst
850,Business Process Analyst,Milan,Italy,Withub,51-200,Public Relations and Communications Services,2023-05-09,129.0,On-site,управление проектами,business analyst
851,Stage | Data Analyst,Bollate,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,excel,data analyst
851,Stage | Data Analyst,Bollate,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,powerpoint,data analyst
851,Stage | Data Analyst,Bollate,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,data analytics,data analyst
851,Stage | Data Analyst,Bollate,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,визуализация данных,data analyst
852,IT Strategy and Reporting Analyst (m/f),Luxembourg,Luxembourg,Spuerkeess,"1,001-5,000",Banking,2023-05-17,12.0,On-site,powerpoint,analyst
852,IT Strategy and Reporting Analyst (m/f),Luxembourg,Luxembourg,Spuerkeess,"1,001-5,000",Banking,2023-05-17,12.0,On-site,sharepoint,analyst
852,IT Strategy and Reporting Analyst (m/f),Luxembourg,Luxembourg,Spuerkeess,"1,001-5,000",Banking,2023-05-17,12.0,On-site,microsoft excel,analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,data warehouse,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,sap,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,sap business objects,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,sql,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,tableau,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,data analytics,data analyst
853,Data Analyst (m/f/d) - Global Sea Logistics Systems,Hamburg,Germany,Kuehne+Nagel,"10,001+","Transportation, Logistics, Supply Chain and Storage",2023-05-16,136.0,Hybrid,бизнес-объекты,data analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site, ai,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,aws,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,azure,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,gcp,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,informatica,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,linux,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,sql,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,python,analyst
854,IT Research Analyst,Pieve Emanuele,Italy,Humanitas University,51-200,Education Administration Programs,2023-05-16,12.0,On-site,php,analyst
855,Product Data Analyst with English,Krakow,Poland,HCLTech,"10,001+",IT Services and IT Consulting,2023-05-18,71.0,On-site,английский язык,data analyst
855,Product Data Analyst with English,Krakow,Poland,HCLTech,"10,001+",IT Services and IT Consulting,2023-05-18,71.0,On-site,решение задач,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,powerbi,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,python,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,sql,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,statistics,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,tableau,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,наука о данных,data analyst
856,Data Scientist & Analyst expérimenté,Paris,France,Eulidia,51-200,Information Technology & Services,2023-05-09,137.0,On-site,анализ данных,data analyst
857,Data Analyst H/F - Alternance 12 ou 24 mois,Nanterre,France,BNP Paribas,"10,001+",Banking,2023-05-23,7.0,On-site,power bi,data analyst
857,Data Analyst H/F - Alternance 12 ou 24 mois,Nanterre,France,BNP Paribas,"10,001+",Banking,2023-05-23,7.0,On-site,tableau,data analyst
857,Data Analyst H/F - Alternance 12 ou 24 mois,Nanterre,France,BNP Paribas,"10,001+",Banking,2023-05-23,7.0,On-site,alteryx,data analyst
857,Data Analyst H/F - Alternance 12 ou 24 mois,Nanterre,France,BNP Paribas,"10,001+",Banking,2023-05-23,7.0,On-site,moe,data analyst
858,Associate Data Manager,Sofia,Bulgaria,Premier Research,"1,001-5,000",Biotechnology Research,2023-05-19,15.0,Remote,excel,другое
858,Associate Data Manager,Sofia,Bulgaria,Premier Research,"1,001-5,000",Biotechnology Research,2023-05-19,15.0,Remote,приемочное испытание,другое
858,Associate Data Manager,Sofia,Bulgaria,Premier Research,"1,001-5,000",Biotechnology Research,2023-05-19,15.0,Remote,oracle rdc,другое
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid, ai,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,deep learning,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,gcp,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,python,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,sql,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,data analytics,data scientist
859,Data Scientist (H/F),Guyancourt,France,Renault Group,"10,001+",Motor Vehicle Manufacturing,2023-04-25,320.0,Hybrid,искусственный интеллект,data scientist
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,java,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,python,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,scala,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,sql,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,statistics,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,основные показатели,data analyst
860,Credit - Data Analyst (Product),,Bulgaria,Revolut,"1,001-5,000",Financial Services,2023-05-16,111.0,Remote,математика,data analyst
861,DATA ENGINEER REFERENT,Toulouse,France,ATR,"1,001-5,000",Aviation and Aerospace Component Manufacturing,2023-05-09,79.0,Hybrid,sap,data engineer
861,DATA ENGINEER REFERENT,Toulouse,France,ATR,"1,001-5,000",Aviation and Aerospace Component Manufacturing,2023-05-09,79.0,Hybrid,data engineering,data engineer
861,DATA ENGINEER REFERENT,Toulouse,France,ATR,"1,001-5,000",Aviation and Aerospace Component Manufacturing,2023-05-09,79.0,Hybrid,панель управления,data engineer
862,Planning & Control Analyst,Palma de Mallorca,Spain,Grupo Piñero,"10,001+",Hospitality,2023-05-09,113.0,Hybrid,английский язык,analyst
862,Planning & Control Analyst,Palma de Mallorca,Spain,Grupo Piñero,"10,001+",Hospitality,2023-05-09,113.0,Hybrid,коммуникация,analyst
863,Stage | Data Analyst,Vaprio d'Adda,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,excel,data analyst
863,Stage | Data Analyst,Vaprio d'Adda,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,powerpoint,data analyst
863,Stage | Data Analyst,Vaprio d'Adda,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,data analytics,data analyst
863,Stage | Data Analyst,Vaprio d'Adda,Italy,CPM Italy,51-200,Retail,2023-05-09,1.0,Hybrid,визуализация данных,data analyst
864,Business Analyst - IT,Milan,Italy,Warner Bros. Discovery,"10,001+",Entertainment Providers,2023-05-09,141.0,On-site,разработка систем,business analyst
864,Business Analyst - IT,Milan,Italy,Warner Bros. Discovery,"10,001+",Entertainment Providers,2023-05-09,141.0,On-site,business solution,business analyst
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,bigquery,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,docker,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,google cloud platform,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,python,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,sql,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,statistics,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,наука о данных,data scientist
865,Data Scientist,Athens,Greece,efood,"1,001-5,000","Technology, Information and Internet",2023-05-16,280.0,Hybrid,hypothesis testing,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,azure,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,azure data factory,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,data factory,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,databricks,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,elt,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,informatica,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,powerbi,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,pyspark,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,python,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,sql,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,data engineering,data scientist
866,Associate Data Scientist,Warsaw,Poland,Diebold Nixdorf,"10,001+",IT Services and IT Consulting,2023-05-18,30.0,Remote,data analytics,data scientist
867,BI/Reports Developer,Athens,Greece,ITT Inc.,"10,001+",Industrial Machinery Manufacturing,2023-05-18,69.0,On-site,qlik,другое
867,BI/Reports Developer,Athens,Greece,ITT Inc.,"10,001+",Industrial Machinery Manufacturing,2023-05-18,69.0,On-site,qlikview,другое
867,BI/Reports Developer,Athens,Greece,ITT Inc.,"10,001+",Industrial Machinery Manufacturing,2023-05-18,69.0,On-site,sql,другое
867,BI/Reports Developer,Athens,Greece,ITT Inc.,"10,001+",Industrial Machinery Manufacturing,2023-05-18,69.0,On-site,report development,другое
867,BI/Reports Developer,Athens,Greece,ITT Inc.,"10,001+",Industrial Machinery Manufacturing,2023-05-18,69.0,On-site,technical specs,другое
868,Digital Analyst,Madrid,Spain,NTT DATA Europe & Latam,"10,001+",IT Services and IT Consulting,2023-05-02,206.0,Hybrid,data studio,analyst
868,Digital Analyst,Madrid,Spain,NTT DATA Europe & Latam,"10,001+",IT Services and IT Consulting,2023-05-02,206.0,Hybrid,google analytics,analyst
868,Digital Analyst,Madrid,Spain,NTT DATA Europe & Latam,"10,001+",IT Services and IT Consulting,2023-05-02,206.0,Hybrid,powerbi,analyst
868,Digital Analyst,Madrid,Spain,NTT DATA Europe & Latam,"10,001+",IT Services and IT Consulting,2023-05-02,206.0,Hybrid,adobe analytics,analyst
868,Digital Analyst,Madrid,Spain,NTT DATA Europe & Latam,"10,001+",IT Services and IT Consulting,2023-05-02,206.0,Hybrid,tableau,analyst
869,Stage | Data Analyst,Sesto San Giovanni,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,excel,data analyst
869,Stage | Data Analyst,Sesto San Giovanni,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,powerpoint,data analyst
869,Stage | Data Analyst,Sesto San Giovanni,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,data analytics,data analyst
869,Stage | Data Analyst,Sesto San Giovanni,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,визуализация данных,data analyst
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid, ai,другое
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid,python,другое
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid,sql,другое
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid,tableau,другое
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid,анализ данных,другое
870,Associate - Data Research,Bucharest,Romania,Clarity AI,201-500,Software Development,2023-04-25,90.0,Hybrid,microsoft excel,другое
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,data mining,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,hadoop,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,hive,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,python,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site, r ,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,spark,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,statistics,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,наука о данных,data scientist
871,Data Scientist,Sant Just Desvern,Spain,Bunge,"10,001+",Food Production,2023-05-22,246.0,On-site,data analytics,data scientist
872,Business Analyst & Planning,Nice,France,AWWG,"1,001-5,000",Apparel & Fashion,2023-05-09,68.0,On-site,excel,business analyst
873,Junior Business Analyst - Triodos,Utrecht,Netherlands,Exellys,51-200,IT Services and IT Consulting,2023-05-16,431.0,On-site,истории пользователей,business analyst
873,Junior Business Analyst - Triodos,Utrecht,Netherlands,Exellys,51-200,IT Services and IT Consulting,2023-05-16,431.0,On-site,data analytics,business analyst
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote, ai,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,bitbucket,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,docker,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,elt,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,etl,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,github,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,hive,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,java,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,jenkins,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,kafka,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,kubernetes,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,python,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,tableau,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,data pipelines,data engineer
874,Mid Data Engineer,,Portugal,Scotty Technologies,11-50,Information Technology & Services,2023-05-16,94.0,Remote,data ingestion,data engineer
875,Global HRIS Specialist,Elsbethen,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-17,66.0,On-site,sap hr,другое
875,Global HRIS Specialist,Elsbethen,Austria,Red Bull,"10,001+",Food and Beverage Services,2023-05-17,66.0,On-site,информационная система персонала,другое
876,Stage | Data Analyst,San Colombano al Lambro,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,excel,data analyst
876,Stage | Data Analyst,San Colombano al Lambro,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,powerpoint,data analyst
876,Stage | Data Analyst,San Colombano al Lambro,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,data analytics,data analyst
876,Stage | Data Analyst,San Colombano al Lambro,Italy,CPM Italy,51-200,Retail,2023-05-09,,Hybrid,визуализация данных,data analyst
877,(Junior) Systems Business Analyst (f/m/d),,Germany,Trusted Shops,"501-1,000","Technology, Information and Internet",2023-05-19,48.0,Remote,hubspot,business analyst
877,(Junior) Systems Business Analyst (f/m/d),,Germany,Trusted Shops,"501-1,000","Technology, Information and Internet",2023-05-19,48.0,Remote,salesforce,business analyst
877,(Junior) Systems Business Analyst (f/m/d),,Germany,Trusted Shops,"501-1,000","Technology, Information and Internet",2023-05-19,48.0,Remote,business administration,business analyst
877,(Junior) Systems Business Analyst (f/m/d),,Germany,Trusted Shops,"501-1,000","Technology, Information and Internet",2023-05-19,48.0,Remote,управление проектами,business analyst
878,Operational Analyst (Hybrid),Dublin,Ireland,Cpl,201-500,Staffing and Recruiting,2023-05-16,101.0,Hybrid,sql,analyst
878,Operational Analyst (Hybrid),Dublin,Ireland,Cpl,201-500,Staffing and Recruiting,2023-05-16,101.0,Hybrid,tableau,analyst
878,Operational Analyst (Hybrid),Dublin,Ireland,Cpl,201-500,Staffing and Recruiting,2023-05-16,101.0,Hybrid,тестирование на приемлемость для пользователя,analyst
878,Operational Analyst (Hybrid),Dublin,Ireland,Cpl,201-500,Staffing and Recruiting,2023-05-16,101.0,Hybrid,приемочное испытание,analyst
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,cassandra,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,grafana,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,java,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,java script,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,microsoft sql,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,microsoft sql server,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,python,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,sql,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,javascript,data engineer
879,Data Engineer Industry 4.0,Madrid,Spain,Antolin,"10,001+",Automotive,2023-05-18,19.0,On-site,postgresql,data engineer
880,Associate - McKinsey Digital,Warsaw,Poland,McKinsey & Company,"10,001+",Business Consulting and Services,2023-05-16,102.0,,стратегическое развитие ит,другое
880,Associate - McKinsey Digital,Warsaw,Poland,McKinsey & Company,"10,001+",Business Consulting and Services,2023-05-16,102.0,,электронная стратегия,другое
881,BI Specialist,Sofia,Bulgaria,Kamenitza AD (Molson Coors Beverage Company),"501-1,000",Food and Beverage Services,2023-05-16,6.0,On-site,excel,другое
881,BI Specialist,Sofia,Bulgaria,Kamenitza AD (Molson Coors Beverage Company),"501-1,000",Food and Beverage Services,2023-05-16,6.0,On-site,power bi,другое
881,BI Specialist,Sofia,Bulgaria,Kamenitza AD (Molson Coors Beverage Company),"501-1,000",Food and Beverage Services,2023-05-16,6.0,On-site,базы данных,другое
881,BI Specialist,Sofia,Bulgaria,Kamenitza AD (Molson Coors Beverage Company),"501-1,000",Food and Beverage Services,2023-05-16,6.0,On-site,аналитические навыки,другое
882,Data Analyst - Global Marketing Agency,Basingstoke,United Kingdom,DCS Recruitment,51-200,Staffing and Recruiting,2023-05-22,1.0,Hybrid,,data analyst
